dnaB	NC_000962.3	+	60396	63021
gene_61	NC_000962.3	+	63200	63893
gene_62	NC_000962.3	+	63909	64968
gene_63	NC_000962.3	-	65012	65351
celA1	NC_000962.3	+	65552	66695
gene_65	NC_000962.3	+	66923	68363
gene_66	NC_000962.3	+	68418	68580
gene_67	NC_000962.3	+	68620	71560
vapB1	NC_000962.3	+	71589	71829
vapC1	NC_000962.3	+	71821	72223
icd2	NC_000962.3	-	72274	74512
gene_71	NC_000962.3	-	74629	75199
gene_72	NC_000962.3	+	75301	76213
sdaA	NC_000962.3	-	76237	77623
glyA2	NC_000962.3	-	77619	78897
gene_75	NC_000962.3	+	79486	80194
gene_76	NC_000962.3	+	80624	81674
gene_77	NC_000962.3	+	81676	82669
gene_78	NC_000962.3	+	82748	83984
gene_79	NC_000962.3	+	83996	85169
gene_80	NC_000962.3	-	85183	85573
gene_81	NC_000962.3	-	85636	86467
gene_82	NC_000962.3	+	86528	87134
gene_83	NC_000962.3	-	87208	87802
gene_84	NC_000962.3	-	87798	88005
gene_85	NC_000962.3	+	88204	89026
gene_86	NC_000962.3	+	89022	89481
gene_87	NC_000962.3	+	89575	89920
gene_88	NC_000962.3	+	89924	90404
gene_89	NC_000962.3	+	90400	92323
hycD	NC_000962.3	+	92328	93279
hycP	NC_000962.3	+	93289	93952
hycQ	NC_000962.3	+	93951	95418
hycE	NC_000962.3	+	95414	96893
gene_94	NC_000962.3	+	96927	97602
gene_95	NC_000962.3	+	97758	98352
gene_96	NC_000962.3	+	98480	99251
mtn	NC_000962.3	+	99684	100452
ctpA	NC_000962.3	+	100583	102869
gene_99	NC_000962.3	-	102815	103664
gene_100	NC_000962.3	+	3883964	3884918
gene_101	NC_000962.3	-	104805	105216
PPE1	NC_000962.3	+	105324	106716
gene_103	NC_000962.3	+	106734	107604
fcoT	NC_000962.3	+	107600	108152
fadD10	NC_000962.3	+	108156	109779
gene_106	NC_000962.3	+	109783	110020
nrp	NC_000962.3	+	110001	117540
gene_108	NC_000962.3	+	117714	119700
ctpB	NC_000962.3	-	119915	122174
gene_110	NC_000962.3	+	122317	123832
rpmB1	NC_000962.3	-	123980	124265
gene_112	NC_000962.3	+	124374	125571
ctpI	NC_000962.3	-	125643	130542
gene_114	NC_000962.3	-	130895	131105
PE_PGRS1	NC_000962.3	+	131382	132873
gene_116	NC_000962.3	+	133020	133770
gene_117	NC_000962.3	+	133950	136008
gca	NC_000962.3	+	136289	137246
gmhA	NC_000962.3	+	137319	137910
gmhB	NC_000962.3	+	137941	138514
hddA	NC_000962.3	+	138513	139674
gene_122	NC_000962.3	+	139956	140145
ldtA	NC_000962.3	-	140267	141023
oxyS	NC_000962.3	+	141200	142145
oxcA	NC_000962.3	-	142128	143877
fadD7	NC_000962.3	+	144049	145627
fusA2	NC_000962.3	-	145627	147772
gene_128	NC_000962.3	-	147908	148343
gene_129	NC_000962.3	+	148491	148860
gene_130	NC_000962.3	+	148856	149225
PE_PGRS2	NC_000962.3	+	149533	150997
pepA	NC_000962.3	+	151148	152216
treS	NC_000962.3	+	152324	154130
mak	NC_000962.3	+	154232	155600
gene_135	NC_000962.3	+	155667	156447
fbpC	NC_000962.3	-	156578	157601
htdZ	NC_000962.3	+	157847	158303
fadE1	NC_000962.3	-	158315	159659
fgd2	NC_000962.3	-	159700	160783
gene_140	NC_000962.3	+	160869	161475
ephF	NC_000962.3	+	161771	162674
gene_142	NC_000962.3	-	162644	163250
cyp138	NC_000962.3	+	163366	164692
msrA	NC_000962.3	-	164712	165261
gene_145	NC_000962.3	+	165323	165827
gene_146	NC_000962.3	+	165827	166850
gene_147	NC_000962.3	+	166910	167291
gene_148	NC_000962.3	-	167271	167682
gene_149	NC_000962.3	+	167711	168638
gene_150	NC_000962.3	-	168704	170183
gene_151	NC_000962.3	+	170284	171127
gene_152	NC_000962.3	+	171215	172169
gene_153	NC_000962.3	+	172211	173144
gene_154	NC_000962.3	+	173238	174759
gene_155	NC_000962.3	+	174833	175694
gene_156	NC_000962.3	+	175700	176669
gene_157	NC_000962.3	-	176665	176953
PE1	NC_000962.3	-	177543	179310
PE2	NC_000962.3	-	179319	180897
ptbB	NC_000962.3	-	181155	181986
fadE2	NC_000962.3	-	181987	183199
pntAa	NC_000962.3	+	183622	184723
pntAb	NC_000962.3	+	184723	185056
pntB	NC_000962.3	+	185052	186480
gene_165	NC_000962.3	-	186495	186624
gene_166	NC_000962.3	+	186785	187430
PE3	NC_000962.3	-	187433	188840
PE4	NC_000962.3	-	188931	190440
gene_169	NC_000962.3	+	190607	191957
adhE1	NC_000962.3	-	191984	193136
gene_171	NC_000962.3	+	193117	193573
TB18.5	NC_000962.3	+	193626	194112
mce1R	NC_000962.3	-	194144	194816
fadD5	NC_000962.3	+	194993	196658
yrbE1A	NC_000962.3	+	196861	197659
yrbE1B	NC_000962.3	+	197660	198530
mce1A	NC_000962.3	+	198534	199899
mce1B	NC_000962.3	+	199895	200936
mce1C	NC_000962.3	+	200932	202480
mce1D	NC_000962.3	+	202476	204069
lprK	NC_000962.3	+	204065	205238
mce1F	NC_000962.3	+	205231	206779
gene_183	NC_000962.3	+	206814	207456
gene_184	NC_000962.3	+	207452	208421
gene_185	NC_000962.3	+	208417	208972
gene_186	NC_000962.3	+	208938	209673
lprO	NC_000962.3	-	209703	210813
gene_188	NC_000962.3	-	210892	212251
gene_189	NC_000962.3	-	212277	213012
sigG	NC_000962.3	-	213028	214141
gene_191	NC_000962.3	+	214088	214928
gene_192	NC_000962.3	+	214969	215719
gene_193	NC_000962.3	+	215715	216225
bglS	NC_000962.3	+	216269	218345
mymT	NC_000962.3	-	218390	218552
gene_196	NC_000962.3	+	218705	219368
gene_197	NC_000962.3	+	219486	219918
ilvD	NC_000962.3	-	219996	221724
gene_199	NC_000962.3	+	221871	222162
gene_200	NC_000962.3	+	222289	223531
gene_201	NC_000962.3	+	223564	224665
gene_202	NC_000962.3	-	224724	226572
gene_203	NC_000962.3	+	226878	230463
gene_204	NC_000962.3	+	230899	231535
gene_205	NC_000962.3	+	231647	232232
gene_206	NC_000962.3	+	232231	234520
zmp1	NC_000962.3	-	234516	236508
gene_208	NC_000962.3	+	236550	237210
gene_209	NC_000962.3	+	237206	237896
gene_210	NC_000962.3	-	237892	238396
mmpL11	NC_000962.3	-	238392	241293
gene_212	NC_000962.3	+	241514	241925
gene_213	NC_000962.3	-	241976	243215
gene_214	NC_000962.3	+	243384	244488
mmpL3	NC_000962.3	-	244484	247319
gene_216	NC_000962.3	-	247384	248113
gene_217	NC_000962.3	-	248115	248907
gene_218	NC_000962.3	+	249038	250124
gene_219	NC_000962.3	+	250120	251599
pckA	NC_000962.3	+	251782	253603
nadR	NC_000962.3	-	253669	254641
gene_222	NC_000962.3	-	254637	255951
fadD4	NC_000962.3	+	256064	257678
gene_224	NC_000962.3	-	257719	258857
gene_225	NC_000962.3	+	258913	259927
lipW	NC_000962.3	-	259923	260832
gene_227	NC_000962.3	+	260924	262253
gene_228	NC_000962.3	+	262254	262803
lipC	NC_000962.3	+	262812	264024
gene_230	NC_000962.3	+	264067	265477
echA1	NC_000962.3	+	265507	266296
gene_232	NC_000962.3	-	266301	267765
gene_233	NC_000962.3	-	267863	268628
gene_234	NC_000962.3	+	268663	269818
gene_235	NC_000962.3	-	269834	271565
gene_236	NC_000962.3	-	271574	272840
gene_237	NC_000962.3	+	273055	274279
gene_238	NC_000962.3	-	274306	274987
php	NC_000962.3	-	274983	275964
fadE4	NC_000962.3	+	276058	277765
gene_241	NC_000962.3	+	277899	278589
nrdB	NC_000962.3	+	278585	279530
gabD1	NC_000962.3	-	279605	281141
gene_244	NC_000962.3	-	281166	282615
aftD	NC_000962.3	-	282649	286852
gene_246	NC_000962.3	-	286898	287072
lpqI	NC_000962.3	+	287186	288353
gene_248	NC_000962.3	+	288428	289043
vapB24	NC_000962.3	+	289104	289338
vapC24	NC_000962.3	+	289345	289783
htdX	NC_000962.3	-	289812	290655
fabG4	NC_000962.3	-	290665	292030
fadA2	NC_000962.3	+	292171	293494
F6	NC_000962.3	+	293604	293706
fadE5	NC_000962.3	-	293798	295634
gene_256	NC_000962.3	+	296005	296494
gene_257	NC_000962.3	+	296809	298120
gene_258	NC_000962.3	-	298116	298863
gene_259	NC_000962.3	-	298863	300804
gene_260	NC_000962.3	-	300834	301656
gene_261	NC_000962.3	-	301735	302029
hsp	NC_000962.3	-	302173	302653
nirB	NC_000962.3	+	302866	305428
nirD	NC_000962.3	+	305453	305810
cobU	NC_000962.3	-	305825	306350
cobQ1	NC_000962.3	-	306374	307859
PPE2	NC_000962.3	-	307877	309548
gene_268	NC_000962.3	+	309699	310074
gene_269	NC_000962.3	-	310294	310750
gene_270	NC_000962.3	-	310774	311518
gene_271	NC_000962.3	-	311514	312660
narK3	NC_000962.3	-	312759	314169
aac	NC_000962.3	-	314309	314855
gene_274	NC_000962.3	-	314864	315767
gene_275	NC_000962.3	-	315783	316416
gene_276	NC_000962.3	-	316511	317504
oplA	NC_000962.3	-	317525	321155
narU	NC_000962.3	+	321331	322723
gene_279	NC_000962.3	-	322764	323274
gene_280	NC_000962.3	-	323338	324532
fadD2	NC_000962.3	+	324567	326250
fadE6	NC_000962.3	-	326266	328462
gene_283	NC_000962.3	-	328575	329709
gene_284	NC_000962.3	-	329705	330326
gene_285	NC_000962.3	+	330422	331004
gene_286	NC_000962.3	-	330933	331659
gene_287	NC_000962.3	+	331748	332669
vapC25	NC_000962.3	-	332708	333137
vapB25	NC_000962.3	-	333160	333418
gene_290	NC_000962.3	-	333437	336311
PE_PGRS4	NC_000962.3	-	336560	339074
PPE3	NC_000962.3	+	339364	340975
gene_293	NC_000962.3	+	340998	341907
eccA3	NC_000962.3	+	342130	344026
eccB3	NC_000962.3	+	344022	345639
eccC3	NC_000962.3	+	345635	349628
PE5	NC_000962.3	+	349624	349933
PPE4	NC_000962.3	+	349935	351477
esxG	NC_000962.3	+	351525	351819
esxH	NC_000962.3	+	351848	352139
espG3	NC_000962.3	+	352149	353037
eccD3	NC_000962.3	+	353083	354502
mycP3	NC_000962.3	+	354498	355884
eccE3	NC_000962.3	+	355880	356876
gene_305	NC_000962.3	-	356862	358065
tam	NC_000962.3	+	358171	358957
gene_307	NC_000962.3	-	358945	359749
gene_308	NC_000962.3	-	359758	361156
PE_PGRS5	NC_000962.3	+	361334	363110
gene_310	NC_000962.3	+	363252	363480
gene_311	NC_000962.3	+	363476	363779
vapB2	NC_000962.3	+	363826	364048
vapC2	NC_000962.3	+	364044	364470
gene_314	NC_000962.3	+	364605	365238
gene_315	NC_000962.3	+	365234	366143
PPE5	NC_000962.3	-	366150	372765
PPE6	NC_000962.3	-	372820	375712
gene_318	NC_000962.3	+	375914	376586
gene_319	NC_000962.3	-	376573	377056
gene_320	NC_000962.3	+	377113	377830
gene_321	NC_000962.3	+	377931	378588
gene_322	NC_000962.3	-	378657	379149
gene_323	NC_000962.3	+	379172	380402
gene_324	NC_000962.3	+	380556	382419
gene_325	NC_000962.3	+	382490	382877
gene_326	NC_000962.3	-	382879	383542
gene_327	NC_000962.3	+	383602	384487
gene_328	NC_000962.3	+	384535	385150
glpQ2	NC_000962.3	-	385173	385944
glyU	NC_000962.3	-	386204	386275
gene_331	NC_000962.3	-	386305	387100
pcp	NC_000962.3	+	387148	387817
gene_333	NC_000962.3	+	387888	388551
dcd	NC_000962.3	+	388582	389155
udgA	NC_000962.3	+	389260	390592
gene_336	NC_000962.3	-	390580	391252
gene_337	NC_000962.3	+	391352	392033
gene_338	NC_000962.3	+	392039	392264
gene_339	NC_000962.3	+	392273	392729
cyp135A1	NC_000962.3	-	392696	394046
gene_341	NC_000962.3	+	394111	394714
gene_342	NC_000962.3	-	394694	395321
gene_343	NC_000962.3	-	395347	396088
gene_344	NC_000962.3	+	396201	397368
gene_345	NC_000962.3	+	397442	398228
gene_346	NC_000962.3	+	398254	398629
rmlA	NC_000962.3	+	398658	399525
PE6	NC_000962.3	-	399535	400051
gene_349	NC_000962.3	+	400192	401704
aspC	NC_000962.3	-	401873	403163
gene_351	NC_000962.3	-	403193	405842
gene_352	NC_000962.3	-	405950	408449
gene_353	NC_000962.3	+	408634	409174
iniB	NC_000962.3	+	409362	410802
iniA	NC_000962.3	+	410838	412761
iniC	NC_000962.3	+	412757	414239
lpqJ	NC_000962.3	-	414381	414942
gene_358	NC_000962.3	+	415050	415461
ansP2	NC_000962.3	-	415502	416966
gene_360	NC_000962.3	+	417304	418291
gene_361	NC_000962.3	+	418293	418947
gene_362	NC_000962.3	+	418949	419609
dnaK	NC_000962.3	+	419835	421713
grpE	NC_000962.3	+	421709	422417
dnaJ1	NC_000962.3	+	422452	423640
hspR	NC_000962.3	+	423639	424020
PPE7	NC_000962.3	-	424269	424695
PPE8	NC_000962.3	-	424777	434680
gene_369	NC_000962.3	-	434830	435475
purA	NC_000962.3	-	435471	436770
gene_371	NC_000962.3	+	436860	437508
gene_372	NC_000962.3	+	437518	438298
gene_373	NC_000962.3	-	438302	438740
gene_374	NC_000962.3	+	438822	439650
mgtE	NC_000962.3	+	439871	441254
fba	NC_000962.3	-	441265	442300
gene_377	NC_000962.3	+	442395	443079
gene_378	NC_000962.3	-	443067	444198
gene_379	NC_000962.3	-	444222	444816
gene_380	NC_000962.3	-	444844	445234
gene_381	NC_000962.3	-	445314	446526
gene_382	NC_000962.3	-	446531	447047
gene_383	NC_000962.3	-	447147	448044
gene_384	NC_000962.3	-	448040	448634
gene_385	NC_000962.3	-	448630	449386
gene_386	NC_000962.3	-	449404	451804
gene_387	NC_000962.3	-	451800	452280
gene_388	NC_000962.3	-	452294	453155
gene_389	NC_000962.3	-	453230	454373
gene_390	NC_000962.3	+	454421	455387
gene_391	NC_000962.3	+	455637	455859
secE2	NC_000962.3	+	455977	456193
gene_393	NC_000962.3	-	456268	456820
gene_394	NC_000962.3	-	456915	457824
pyrE	NC_000962.3	-	457841	458381
gene_396	NC_000962.3	-	458461	459316
clpB	NC_000962.3	-	459456	462003
gene_398	NC_000962.3	+	462135	463308
gene_399	NC_000962.3	+	463411	466669
gene_400	NC_000962.3	-	466672	468002
purT	NC_000962.3	+	468335	469595
gene_402	NC_000962.3	+	469591	470014
metZ	NC_000962.3	+	470010	471231
ndhA	NC_000962.3	-	471227	472640
gene_405	NC_000962.3	+	472781	474107
gene_406	NC_000962.3	-	474122	474842
gene_407	NC_000962.3	+	474940	475345
gene_408	NC_000962.3	+	475350	475743
gene_409	NC_000962.3	+	475816	476185
gene_410	NC_000962.3	+	476394	476643
gene_411	NC_000962.3	-	476679	477321
lpqK	NC_000962.3	-	477327	478557
fadE7	NC_000962.3	-	478566	479754
gene_414	NC_000962.3	+	479789	480161
mmpL1	NC_000962.3	-	480355	483232
mmpS1	NC_000962.3	-	483228	483657
fadD30	NC_000962.3	+	483977	485735
pks6	NC_000962.3	+	485731	489940
gene_419	NC_000962.3	-	489887	490706
fgd1	NC_000962.3	+	490783	491794
pta	NC_000962.3	+	491786	493859
ackA	NC_000962.3	+	493851	495009
pknG	NC_000962.3	-	495062	497315
glnH	NC_000962.3	-	497314	498301
gene_425	NC_000962.3	-	498300	499620
mutT3	NC_000962.3	+	499713	500367
thiE	NC_000962.3	-	500350	501019
thiO	NC_000962.3	+	501148	502171
thiS	NC_000962.3	+	502167	502374
thiG	NC_000962.3	+	502366	503125
lpqL	NC_000962.3	+	503496	504999
lpqM	NC_000962.3	+	505086	506583
gene_433	NC_000962.3	-	506561	506972
gene_434	NC_000962.3	-	507132	507762
thiD	NC_000962.3	-	507758	508556
thiC	NC_000962.3	-	508582	510226
gene_437	NC_000962.3	-	510377	510653
ctpH	NC_000962.3	-	510702	515322
gene_439	NC_000962.3	-	515373	515817
xthA	NC_000962.3	-	516017	516893
gene_441	NC_000962.3	-	516895	517804
def	NC_000962.3	-	517803	518397
gene_443	NC_000962.3	+	518733	519042
gene_444	NC_000962.3	+	519073	519568
sodC	NC_000962.3	+	519600	520323
gene_446	NC_000962.3	+	520324	521455
gene_447	NC_000962.3	+	521514	522168
gene_448	NC_000962.3	-	522347	524534
pssA	NC_000962.3	-	524530	525391
psd	NC_000962.3	-	525387	526083
moeA2	NC_000962.3	-	526143	527361
gene_452	NC_000962.3	-	527379	528315
groEL2	NC_000962.3	+	528608	530231
gene_454	NC_000962.3	-	530296	530725
PPE10	NC_000962.3	-	530751	532215
gene_456	NC_000962.3	+	532396	532912
rskA	NC_000962.3	-	533091	533790
sigK	NC_000962.3	-	533833	534397
gene_459	NC_000962.3	-	534445	535216
ufaA1	NC_000962.3	-	535224	536508
gene_461	NC_000962.3	-	536504	537170
gene_462	NC_000962.3	-	537229	538549
mmpL4	NC_000962.3	-	538588	541492
mmpS4	NC_000962.3	-	541488	541911
gene_465	NC_000962.3	+	542142	542853
PPE11	NC_000962.3	+	543174	544731
gene_467	NC_000962.3	-	545375	545822
echA2	NC_000962.3	-	545889	546804
mazF1	NC_000962.3	-	547076	547358
mazE1	NC_000962.3	-	547344	547518
gene_471	NC_000962.3	-	547586	549608
gene_472	NC_000962.3	+	549675	551199
gene_473	NC_000962.3	+	551198	551690
gene_474	NC_000962.3	+	551749	551989
gene_475	NC_000962.3	+	552026	552551
lpdC	NC_000962.3	+	552614	554009
gene_477	NC_000962.3	+	554016	554310
gene_478	NC_000962.3	-	554313	554886
gene_479	NC_000962.3	-	554882	556307
gene_480	NC_000962.3	+	556458	557253
icl1	NC_000962.3	+	557527	558814
fadB2	NC_000962.3	+	558895	559756
umaA	NC_000962.3	+	559888	560749
pcaA	NC_000962.3	-	560848	561712
gene_485	NC_000962.3	-	561854	562295
gene_486	NC_000962.3	-	562225	562714
gene_487	NC_000962.3	-	562723	563428
gene_488	NC_000962.3	+	563564	564935
gene_489	NC_000962.3	+	565021	565444
hbhA	NC_000962.3	+	565797	566397
gene_491	NC_000962.3	+	566508	566772
gene_492	NC_000962.3	+	566776	567223
deoC	NC_000962.3	+	567222	567897
gene_494	NC_000962.3	-	567921	568968
gene_495	NC_000962.3	-	568964	569807
gene_496	NC_000962.3	-	569988	570513
murB	NC_000962.3	+	570539	571649
lprQ	NC_000962.3	+	571710	573066
gene_499	NC_000962.3	-	573046	573802
gene_500	NC_000962.3	+	573984	575301
mshA	NC_000962.3	+	575348	576791
gene_502	NC_000962.3	+	576787	577339
gene_503	NC_000962.3	+	577664	578270
gpm1	NC_000962.3	+	578426	579176
senX3	NC_000962.3	+	579349	580582
regX3	NC_000962.3	+	580809	581493
gene_507	NC_000962.3	-	581489	583379
gene_508	NC_000962.3	-	583375	583705
gene_509	NC_000962.3	-	583701	584691
gene_510	NC_000962.3	+	584695	585424
gene_511	NC_000962.3	-	585424	586315
gene_512	NC_000962.3	+	586394	587381
gene_513	NC_000962.3	+	587377	588310
gene_514	NC_000962.3	+	588325	589168
gene_515	NC_000962.3	+	589183	590059
proC	NC_000962.3	+	590083	590971
gene_517	NC_000962.3	+	591111	591348
galE2	NC_000962.3	+	591654	592785
gene_519	NC_000962.3	+	592791	593868
cmaA2	NC_000962.3	-	593871	594780
gene_521	NC_000962.3	-	594802	595303
serB1	NC_000962.3	-	595464	596586
mmpS2	NC_000962.3	+	596759	597203
mmpL2	NC_000962.3	+	597199	600106
gene_525	NC_000962.3	+	600098	600392
hemA	NC_000962.3	+	600441	601848
hemC	NC_000962.3	+	601857	602787
hemD	NC_000962.3	+	602819	604517
hemB	NC_000962.3	+	604602	605592
gene_530	NC_000962.3	+	605604	606153
gene_531	NC_000962.3	+	606149	606449
gene_532	NC_000962.3	+	606551	608063
gene_533	NC_000962.3	-	608059	608536
gene_534	NC_000962.3	+	608746	610057
gene_535	NC_000962.3	+	610188	610884
gene_536	NC_000962.3	-	611172	612075
gabP	NC_000962.3	+	613038	614343
gene_538	NC_000962.3	-	614326	614722
hemL	NC_000962.3	+	614835	616224
gene_540	NC_000962.3	+	616223	616832
gene_541	NC_000962.3	+	616846	617497
ccdA	NC_000962.3	+	617493	618273
gene_543	NC_000962.3	+	618305	619895
ccsA	NC_000962.3	+	619891	620866
gene_545	NC_000962.3	+	620907	622125
gene_546	NC_000962.3	-	622121	622283
gene_547	NC_000962.3	+	622329	622647
PE_PGRS6	NC_000962.3	+	622793	624578
fabH	NC_000962.3	-	624473	625481
menA	NC_000962.3	-	625562	626441
gene_551	NC_000962.3	+	626457	627252
galE3	NC_000962.3	+	627248	628289
gene_553	NC_000962.3	-	628298	629732
gene_554	NC_000962.3	+	630040	631687
gene_555	NC_000962.3	+	631743	632376
gene_556	NC_000962.3	+	632372	633035
gene_557	NC_000962.3	-	633055	634405
menE	NC_000962.3	-	634416	635505
gene_559	NC_000962.3	-	635573	635876
gene_560	NC_000962.3	-	635935	636214
pitA	NC_000962.3	-	636210	637464
gene_562	NC_000962.3	-	637583	637970
gene_563	NC_000962.3	-	638032	638917
menB	NC_000962.3	-	639012	639957
vapC3	NC_000962.3	-	640228	640642
vapB3	NC_000962.3	-	640638	640905
fadD8	NC_000962.3	-	641096	642812
gene_568	NC_000962.3	+	642889	644494
menC	NC_000962.3	+	644490	645471
bpoC	NC_000962.3	+	645467	646256
menD	NC_000962.3	+	646298	647963
gene_572	NC_000962.3	+	647959	648475
mgtA	NC_000962.3	+	648536	649673
menH	NC_000962.3	+	649689	650394
gene_575	NC_000962.3	-	650407	650746
gene_576	NC_000962.3	-	650779	651505
gene_577	NC_000962.3	-	651529	652756
grcC1	NC_000962.3	+	652771	653779
htpX	NC_000962.3	+	653879	654740
gpdA1	NC_000962.3	-	654924	655950
gene_581	NC_000962.3	-	656010	657471
gene_582	NC_000962.3	-	657548	658040
tyrT	NC_000962.3	+	658109	658190
gene_584	NC_000962.3	+	658321	659341
cyp135B1	NC_000962.3	+	659450	660869
gene_586	NC_000962.3	+	661003	661270
nrdZ	NC_000962.3	+	661295	663374
gene_588	NC_000962.3	-	663487	664819
gene_589	NC_000962.3	-	665042	665384
pncB2	NC_000962.3	-	665851	667243
gene_591	NC_000962.3	-	667252	668395
gene_592	NC_000962.3	-	668579	669746
gene_593	NC_000962.3	+	669848	671153
TB27_	NC_000962.3	+	671166	671952
PE_PGRS7	NC_000962.3	-	671996	675917
gene_596	NC_000962.3	+	676238	676997
gene_597	NC_000962.3	-	677125	677617
vapB26	NC_000962.3	+	677710	677926
vapC26	NC_000962.3	+	677922	678330
lpqN	NC_000962.3	-	678389	679076
gene_601	NC_000962.3	+	679229	681863
gene_602	NC_000962.3	-	681885	684273
mce2R	NC_000962.3	+	684410	685133
yrbE2A	NC_000962.3	+	685129	685927
gene_605	NC_000962.3	+	685928	686816
mce2A	NC_000962.3	+	686821	688036
mce2C	NC_000962.3	+	689059	690505
mce2D	NC_000962.3	+	690501	692028
lprL	NC_000962.3	+	692024	693233
mce2F	NC_000962.3	+	693237	694788
vapC4	NC_000962.3	-	694839	695232
vapB4	NC_000962.3	-	695228	695486
gene_613	NC_000962.3	-	695668	696904
vapC27	NC_000962.3	-	697154	697568
vapB27	NC_000962.3	-	697564	697801
gene_616	NC_000962.3	-	697904	698411
gene_617	NC_000962.3	-	698524	698995
tcrA	NC_000962.3	-	699038	699800
gene_619	NC_000962.3	+	699856	700168
lpqO	NC_000962.3	+	700239	701190
gene_621	NC_000962.3	+	701430	702015
gene_622	NC_000962.3	+	702813	703200
vapB28	NC_000962.3	+	703244	703490
vapC28	NC_000962.3	+	703486	703888
gene_625	NC_000962.3	+	703830	704058
B55	NC_000962.3	+	704187	704248
gene_627	NC_000962.3	-	704752	705910
gene_628	NC_000962.3	-	705961	706183
gene_629	NC_000962.3	+	706324	706930
gene_630	NC_000962.3	-	706948	709516
gene_631	NC_000962.3	+	709356	710349
gene_632	NC_000962.3	+	710345	710588
vapB29	NC_000962.3	+	710782	711010
vapC29	NC_000962.3	+	711006	711408
galT	NC_000962.3	+	711638	712720
galK	NC_000962.3	+	712716	713808
gene_637	NC_000962.3	+	714202	715267
gene_638	NC_000962.3	+	715370	716318
vapB30	NC_000962.3	+	716410	716665
vapC30	NC_000962.3	+	716664	717060
gene_641	NC_000962.3	-	717153	717894
vapB5	NC_000962.3	+	718025	718286
vapC5	NC_000962.3	+	718282	718690
gene_644	NC_000962.3	-	718761	719913
recD	NC_000962.3	-	720005	721733
recB	NC_000962.3	-	721729	725014
recC	NC_000962.3	-	725013	728307
echA3	NC_000962.3	-	728583	729279
gene_649	NC_000962.3	-	729327	730167
gene_650	NC_000962.3	-	730320	731034
gene_651	NC_000962.3	+	731113	731365
thrT	NC_000962.3	+	731494	731567
metT	NC_000962.3	+	731603	731677
rpmG2	NC_000962.3	+	731712	731880
hadA	NC_000962.3	+	731930	732407
hadB	NC_000962.3	+	732393	732822
hadC	NC_000962.3	+	732825	733326
trpT	NC_000962.3	+	733524	733597
secE1	NC_000962.3	+	733737	734223
nusG	NC_000962.3	+	734254	734971
rplK	NC_000962.3	+	735022	735451
rplA	NC_000962.3	+	735517	736225
mmaA4	NC_000962.3	-	736298	737204
mmaA3	NC_000962.3	-	737268	738150
mmaA2	NC_000962.3	-	738297	739161
mmaA1	NC_000962.3	-	739327	740188
lipG	NC_000962.3	-	740234	741140
gene_668	NC_000962.3	-	741151	742618
gene_669	NC_000962.3	+	742719	746367
fabD2	NC_000962.3	+	746363	747038
gene_671	NC_000962.3	+	747037	747946
rplJ	NC_000962.3	+	748276	748813
